,data_set,np_seed,tf_seed,serialized_model,kernels_per_layer,rectifier,kernel_init,conv_kernel_sizes,conv_strides,dropout_rates,pool_sizes,pool_strides,train_batch_size,epochs,q_train_size,ignore_layers,retrain_tries,retrain_init,bits,analog_test_acc,sd_test_acc,msq_test_acc
2020-06-12_21:46:13.418846,mnist,0,1,Sequential2020-06-12_21:46:13.418876,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9101999998092651,0.3752000033855438,0.09049999713897705
2020-06-12_21:46:41.138242,mnist,0,1,Sequential2020-06-12_21:46:41.138273,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9101999998092651,0.3605000078678131,0.09160000085830688
2020-06-12_21:47:33.404872,mnist,0,1,Sequential2020-06-12_21:47:33.404902,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9261000156402588,0.24770000576972961,0.08980000019073486
2020-06-12_21:48:25.504566,mnist,0,1,Sequential2020-06-12_21:48:25.504598,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9228000044822693,0.3077999949455261,0.12720000743865967
2020-06-12_21:49:17.463709,mnist,0,1,Sequential2020-06-12_21:49:17.463740,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.92330002784729,0.3116999864578247,0.11580000072717667
2020-06-12_21:49:47.649767,mnist,0,1,Sequential2020-06-12_21:49:47.649799,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.8946999907493591,0.460999995470047,0.0997999981045723
2020-06-12_21:50:15.756120,mnist,0,1,Sequential2020-06-12_21:50:15.756148,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.8946999907493591,0.5511000156402588,0.09849999845027924
2020-06-12_21:50:43.830134,mnist,0,1,Sequential2020-06-12_21:50:43.830165,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.8946999907493591,0.5426999926567078,0.09860000014305115
2020-06-12_21:51:36.367653,mnist,0,1,Sequential2020-06-12_21:51:36.367684,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9248999953269958,0.30809998512268066,0.1565999984741211
2020-06-12_21:52:29.110116,mnist,0,1,Sequential2020-06-12_21:52:29.110147,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9241999983787537,0.30320000648498535,0.15000000596046448
2020-06-12_21:53:21.624375,mnist,0,1,Sequential2020-06-12_21:53:21.624406,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9257000088691711,0.29030001163482666,0.13420000672340393
2020-06-12_21:53:48.362352,mnist,0,1,Sequential2020-06-12_21:53:48.362382,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.8895000219345093,0.37929999828338623,0.3626999855041504
2020-06-12_21:54:17.581160,mnist,0,1,Sequential2020-06-12_21:54:17.581191,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.8895000219345093,0.43799999356269836,0.34380000829696655
2020-06-12_21:54:44.839620,mnist,0,1,Sequential2020-06-12_21:54:44.839651,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.8895000219345093,0.4433000087738037,0.34549999237060547
2020-06-12_21:55:35.834868,mnist,0,1,Sequential2020-06-12_21:55:35.834901,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9133999943733215,0.41190001368522644,0.20340000092983246
2020-06-12_21:56:26.660151,mnist,0,1,Sequential2020-06-12_21:56:26.660183,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9140999913215637,0.41819998621940613,0.4959000051021576
2020-06-12_21:57:17.140667,mnist,0,1,Sequential2020-06-12_21:57:17.140700,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9142000079154968,0.4327000081539154,0.5273000001907349
2020-06-12_21:57:44.754225,mnist,0,1,Sequential2020-06-12_21:57:44.754254,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9416999816894531,0.5,0.13510000705718994
2020-06-12_21:58:12.342750,mnist,0,1,Sequential2020-06-12_21:58:12.342782,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9416999816894531,0.4366999864578247,0.1080000028014183
2020-06-12_21:58:39.902903,mnist,0,1,Sequential2020-06-12_21:58:39.902936,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9416999816894531,0.42719998955726624,0.11129999905824661
2020-06-12_21:59:35.206329,mnist,0,1,Sequential2020-06-12_21:59:35.206361,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9516000151634216,0.5425000190734863,0.188400000333786
2020-06-12_22:00:27.615848,mnist,0,1,Sequential2020-06-12_22:00:27.615879,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9575999975204468,0.4381999969482422,0.298799991607666
2020-06-12_22:01:19.913036,mnist,0,1,Sequential2020-06-12_22:01:19.913068,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9567999839782715,0.45680001378059387,0.2669000029563904
2020-06-12_22:01:47.868964,mnist,0,1,Sequential2020-06-12_22:01:47.868994,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9465000033378601,0.4869000017642975,0.23000000417232513
2020-06-12_22:02:15.790066,mnist,0,1,Sequential2020-06-12_22:02:15.790098,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9465000033378601,0.5871999859809875,0.2741999924182892
2020-06-12_22:02:43.573753,mnist,0,1,Sequential2020-06-12_22:02:43.573786,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9465000033378601,0.5871999859809875,0.31470000743865967
2020-06-12_22:03:38.583542,mnist,0,1,Sequential2020-06-12_22:03:38.583573,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9569000005722046,0.3774000108242035,0.20499999821186066
2020-06-12_22:04:31.822353,mnist,0,1,Sequential2020-06-12_22:04:31.822384,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9508000016212463,0.7318000197410583,0.3569999933242798
2020-06-12_22:05:24.567508,mnist,0,1,Sequential2020-06-12_22:05:24.567538,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9532999992370605,0.711899995803833,0.3154999911785126
2020-06-12_22:05:51.378819,mnist,0,1,Sequential2020-06-12_22:05:51.378849,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9351000189781189,0.453900009393692,0.2596000134944916
2020-06-12_22:06:18.330659,mnist,0,1,Sequential2020-06-12_22:06:18.330689,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9351000189781189,0.504800021648407,0.19189999997615814
2020-06-12_22:06:45.253294,mnist,0,1,Sequential2020-06-12_22:06:45.253326,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9351000189781189,0.5016000270843506,0.19539999961853027
2020-06-12_22:07:35.648255,mnist,0,1,Sequential2020-06-12_22:07:35.648285,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9480000138282776,0.6571999788284302,0.23659999668598175
2020-06-12_22:08:31.120132,mnist,0,1,Sequential2020-06-12_22:08:31.120164,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9487000107765198,0.670199990272522,0.2207999974489212
2020-06-12_22:09:24.233281,mnist,0,1,Sequential2020-06-12_22:09:24.233314,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.949400007724762,0.6748999953269958,0.18060000240802765
2020-06-12_22:09:52.884447,mnist,0,1,Sequential2020-06-12_22:09:52.884477,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9283000230789185,0.4596000015735626,0.08919999748468399
2020-06-12_22:10:21.403714,mnist,0,1,Sequential2020-06-12_22:10:21.403746,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9283000230789185,0.5181999802589417,0.09000000357627869
2020-06-12_22:10:49.979028,mnist,0,1,Sequential2020-06-12_22:10:49.979062,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9283000230789185,0.5113000273704529,0.08980000019073486
2020-06-12_22:11:43.952154,mnist,0,1,Sequential2020-06-12_22:11:43.952184,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9426000118255615,0.45890000462532043,0.08919999748468399
2020-06-12_22:12:37.867306,mnist,0,1,Sequential2020-06-12_22:12:37.867337,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9394000172615051,0.6546000242233276,0.08919999748468399
2020-06-12_22:13:34.810822,mnist,0,1,Sequential2020-06-12_22:13:34.810854,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9386000037193298,0.6184999942779541,0.08919999748468399
2020-06-12_22:14:05.109761,mnist,0,1,Sequential2020-06-12_22:14:05.109792,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9280999898910522,0.5651000142097473,0.31529998779296875
2020-06-12_22:14:35.331458,mnist,0,1,Sequential2020-06-12_22:14:35.331489,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9280999898910522,0.6453999876976013,0.438400000333786
2020-06-12_22:15:04.205096,mnist,0,1,Sequential2020-06-12_22:15:04.205131,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9280999898910522,0.6556000113487244,0.4528000056743622
2020-06-12_22:15:58.848263,mnist,0,1,Sequential2020-06-12_22:15:58.848294,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9390000104904175,0.5144000053405762,0.27459999918937683
2020-06-12_22:16:53.834432,mnist,0,1,Sequential2020-06-12_22:16:53.834463,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9405999779701233,0.5494999885559082,0.4140999913215637
2020-06-12_22:17:49.290382,mnist,0,1,Sequential2020-06-12_22:17:49.290412,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9419999718666077,0.5658000111579895,0.4618000090122223
2020-06-12_22:18:19.770341,mnist,0,1,Sequential2020-06-12_22:18:19.770375,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9221000075340271,0.45239999890327454,0.27970001101493835
2020-06-12_22:18:47.976429,mnist,0,1,Sequential2020-06-12_22:18:47.976461,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9221000075340271,0.4909999966621399,0.4413999915122986
2020-06-12_22:19:16.069050,mnist,0,1,Sequential2020-06-12_22:19:16.069085,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9221000075340271,0.4950000047683716,0.43479999899864197
2020-06-12_22:20:08.843900,mnist,0,1,Sequential2020-06-12_22:20:08.843931,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9350000023841858,0.42170000076293945,0.25600001215934753
2020-06-12_22:21:01.573448,mnist,0,1,Sequential2020-06-12_22:21:01.573479,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9358999729156494,0.4959000051021576,0.4706999957561493
2020-06-12_22:21:54.095809,mnist,0,1,Sequential2020-06-12_22:21:54.095841,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9388999938964844,0.5527999997138977,0.38589999079704285
2020-06-12_22:22:22.720436,mnist,0,1,Sequential2020-06-12_22:22:22.720468,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.8960000276565552,0.3716999888420105,0.1573999971151352
2020-06-12_22:22:54.039996,mnist,0,1,Sequential2020-06-12_22:22:54.040027,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.8960000276565552,0.38609999418258667,0.1784999966621399
2020-06-12_22:23:22.837324,mnist,0,1,Sequential2020-06-12_22:23:22.837355,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.8960000276565552,0.390500009059906,0.17399999499320984
2020-06-12_22:24:17.174119,mnist,0,1,Sequential2020-06-12_22:24:17.174149,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9315000176429749,0.43860000371932983,0.27869999408721924
2020-06-12_22:25:11.516618,mnist,0,1,Sequential2020-06-12_22:25:11.516650,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9319999814033508,0.5198000073432922,0.1860000044107437
2020-06-12_22:26:05.515028,mnist,0,1,Sequential2020-06-12_22:26:05.515060,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9309999942779541,0.49939998984336853,0.1670999974012375
2020-06-12_22:26:34.335644,mnist,0,1,Sequential2020-06-12_22:26:34.335674,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.910099983215332,0.511900007724762,0.5088000297546387
2020-06-12_22:27:03.073958,mnist,0,1,Sequential2020-06-12_22:27:03.073990,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.910099983215332,0.5020999908447266,0.42899999022483826
2020-06-12_22:27:31.787119,mnist,0,1,Sequential2020-06-12_22:27:31.787151,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.910099983215332,0.4860999882221222,0.4496000111103058
2020-06-12_22:28:29.302000,mnist,0,1,Sequential2020-06-12_22:28:29.302036,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9154999852180481,0.3361000120639801,0.33009999990463257
2020-06-12_22:29:24.079596,mnist,0,1,Sequential2020-06-12_22:29:24.079626,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9180999994277954,0.3601999878883362,0.40220001339912415
2020-06-12_22:30:18.774309,mnist,0,1,Sequential2020-06-12_22:30:18.774341,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9186999797821045,0.36480000615119934,0.4025000035762787
2020-06-12_22:30:46.726323,mnist,0,1,Sequential2020-06-12_22:30:46.726353,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.8881999850273132,0.44749999046325684,0.32589998841285706
2020-06-12_22:31:14.650546,mnist,0,1,Sequential2020-06-12_22:31:14.650577,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.8881999850273132,0.48019999265670776,0.2815000116825104
2020-06-12_22:31:42.563807,mnist,0,1,Sequential2020-06-12_22:31:42.563839,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.8881999850273132,0.47839999198913574,0.28999999165534973
2020-06-12_22:32:37.782533,mnist,0,1,Sequential2020-06-12_22:32:37.782566,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9078999757766724,0.46320000290870667,0.36640000343322754
2020-06-12_22:33:31.218039,mnist,0,1,Sequential2020-06-12_22:33:31.218070,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9085000157356262,0.5217999815940857,0.4032000005245209
2020-06-12_22:34:24.219739,mnist,0,1,Sequential2020-06-12_22:34:24.219769,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9104999899864197,0.5932000279426575,0.3984000086784363
2020-06-12_22:35:05.312566,mnist,0,1,Sequential2020-06-12_22:35:05.312597,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9805999994277954,0.6499000191688538,0.19349999725818634
2020-06-12_22:35:46.128669,mnist,0,1,Sequential2020-06-12_22:35:46.128700,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9805999994277954,0.531000018119812,0.301800012588501
2020-06-12_22:36:27.003442,mnist,0,1,Sequential2020-06-12_22:36:27.003473,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9805999994277954,0.5338000059127808,0.3357999920845032
2020-06-12_22:37:45.142076,mnist,0,1,Sequential2020-06-12_22:37:45.142107,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.982699990272522,0.5472999811172485,0.4952999949455261
2020-06-12_22:39:05.753320,mnist,0,1,Sequential2020-06-12_22:39:05.753351,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9818999767303467,0.6333000063896179,0.5590000152587891
2020-06-12_22:40:24.058595,mnist,0,1,Sequential2020-06-12_22:40:24.058628,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9815000295639038,0.6740999817848206,0.5600000023841858
2020-06-12_22:41:05.417010,mnist,0,1,Sequential2020-06-12_22:41:05.417041,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9757999777793884,0.4828999936580658,0.3747999966144562
2020-06-12_22:41:46.569567,mnist,0,1,Sequential2020-06-12_22:41:46.569598,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9757999777793884,0.5212000012397766,0.5167999863624573
2020-06-12_22:42:27.679435,mnist,0,1,Sequential2020-06-12_22:42:27.679468,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9757999777793884,0.5227000117301941,0.5246999859809875
2020-06-12_22:43:46.800769,mnist,0,1,Sequential2020-06-12_22:43:46.800802,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.975600004196167,0.4629000127315521,0.21780000627040863
2020-06-12_22:45:05.442985,mnist,0,1,Sequential2020-06-12_22:45:05.443015,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9765999913215637,0.7167999744415283,0.49880000948905945
2020-06-12_22:46:27.482074,mnist,0,1,Sequential2020-06-12_22:46:27.482105,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9764000177383423,0.5939000248908997,0.4251999855041504
2020-06-12_22:47:07.343352,mnist,0,1,Sequential2020-06-12_22:47:07.343383,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9718999862670898,0.4535999894142151,0.5090000033378601
2020-06-12_22:47:46.880597,mnist,0,1,Sequential2020-06-12_22:47:46.880631,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9718999862670898,0.5450999736785889,0.45719999074935913
2020-06-12_22:48:26.546474,mnist,0,1,Sequential2020-06-12_22:48:26.546507,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9718999862670898,0.531499981880188,0.4740000069141388
2020-06-12_22:49:42.413953,mnist,0,1,Sequential2020-06-12_22:49:42.413985,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9750000238418579,0.4542999863624573,0.5196999907493591
2020-06-12_22:50:58.104677,mnist,0,1,Sequential2020-06-12_22:50:58.104708,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9750000238418579,0.5837000012397766,0.7735999822616577
2020-06-12_22:52:13.734864,mnist,0,1,Sequential2020-06-12_22:52:13.734895,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9739000201225281,0.6184999942779541,0.7434999942779541
2020-06-12_22:52:57.402912,mnist,0,1,Sequential2020-06-12_22:52:57.402945,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.974399983882904,0.3578999936580658,0.14900000393390656
2020-06-12_22:53:38.390740,mnist,0,1,Sequential2020-06-12_22:53:38.390774,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.974399983882904,0.36309999227523804,0.38609999418258667
2020-06-12_22:54:19.338533,mnist,0,1,Sequential2020-06-12_22:54:19.338565,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.974399983882904,0.34860000014305115,0.36730000376701355
